code	word	freq	primary_code	misread_char	prim_syl	wrong_syl
zhejiushuai	折旧率	0	zhejiulv	率	lv	shuai
shelandeifen	射篮得分	0	shelandefen	得	de	dei
shemao	折矛	0	zhemao	折	zhe	she
shenchenbulu	深沈不露	0	shenshenbulu	沈	shen	chen
shenchengxiu	申呈宿	0	shenchengsu	宿	su	xiu
shenwutongjue	深恶痛觉	0	shenetongjue	恶	e	wu
shengaomadai	身高马大	0	shengaomada	大	da	dai
shengbaikebu	胜败可卜	0	shengbaikebo	卜	bo	bu
shengdeijun	生得俊	0	shengdejun	得	de	dei
shengdeiming	生得明	0	shengdeming	得	de	dei
shengdeiwen	生得闻	0	shengdewen	得	de	dei
shengfeibogedai	圣菲波哥大	0	shengfeibogeda	大	da	dai
shenghuahangshi	声华行实	0	shenghuaxingshi	行	xing	hang
shengqingxiangzhuo	升清降浊	0	shengqingjiangzhuo	降	jiang	xiang
shengweidaizhen	声威大振	0	shengweidazhen	大	da	dai
shengyingqihuo	声应气和	0	shengyingqihe	和	he	huo
shengyoudideng	省油的灯	0	shengyoudedeng	的	de	di
shengyoushuai	生油率	0	shengyoulv	率	lv	shuai
shengyujiazhishuai	剩余价值率	0	shengyujiazhilv	率	lv	shuai
shengyuzhuozhao	声誉卓着	0	shengyuzhuozhe	着	zhe	zhao
shengyuzhuozhuo	声誉卓着	0	shengyuzhuozhe	着	zhe	zhuo
shengzukangchai	声阻抗差	0	shengzukangcha	差	cha	chai
shenhangfa	神行法	0	shenxingfa	行	xing	hang
shenxiangxian	神降仙	0	shenjiangxian	降	jiang	xiang
shenmoke	深万科	0	shenwanke	万	wan	mo
shenxiuling	申宿令	0	shensuling	宿	su	xiu
shenzhenshirendachangweikuai	深圳市人大常委会	0	shenzhenshirendachangweihui	会	hui	kuai
shenzongxian	神宗见	0	shenzongjian	见	jian	xian
sheshanglai	折上来	0	zheshanglai	折	zhe	she
sheshangqu	折上去	0	zheshangqu	折	zhe	she
sheshoubuhui	折首不悔	0	zheshoubuhui	折	zhe	she
sheshuierhang	涉水而行	0	sheshuierxing	行	xing	hang
zhesunshuai	折损率	0	zhesunlv	率	lv	shuai
shewenshu	折文书	0	zhewenshu	折	zhe	she
shexi	折洗	0	zhexi	折	zhe	she
sheyeshenjing	舌咽神经	0	sheyanshenjing	咽	yan	ye
sheye	折叶	0	zheye	折	zhe	she
shezhang	折帐	0	zhezhang	折	zhe	she
shibamojiuqianyu	十八万九千余	0	shibawanjiuqianyu	万	wan	mo
shibeizhishi	使臂指使	0	shibizhishi	臂	bi	bei
shibianshuai	时变率	0	shibianlv	率	lv	shuai
shishenzou	史参奏	0	shicanzou	参	can	shen
shichaipu	示差谱	0	shichapu	差	cha	chai
shizhaobin	史朝宾	0	shichaobin	朝	chao	zhao
shichenchong	史称崇	0	shichengchong	称	cheng	chen
shichenhuang	史称皇	0	shichenghuang	称	cheng	chen
shichenqing	史称庆	0	shichengqing	称	cheng	chen
shichenshen	史称申	0	shichengshen	称	cheng	chen
shichenshun	史称顺	0	shichengshun	称	cheng	chen
shichenyi	史称夷	0	shichengyi	称	cheng	chen
shichenzhen	史称贞	0	shichengzhen	称	cheng	chen
shichongping	史重平	0	shizhongping	重	zhong	chong
shichongshi	史重史	0	shizhongshi	重	zhong	chong
shizhuanke	史传克	0	shichuanke	传	chuan	zhuan
shizhuanpian	史传篇	0	shichuanpian	传	chuan	zhuan
shizhuanwang	史传王	0	shichuanwang	传	chuan	zhuan
shizhuanxiang	时传祥	0	shichuanxiang	传	chuan	zhuan
shizhuanxiaoshuo	史传小说	0	shichuanxiaoshuo	传	chuan	zhuan
shizhuanzou	侍传奏	0	shichuanzou	传	chuan	zhuan
shicongchang	侍从长	0	shicongzhang	长	zhang	chang
shidailang	史大郎	0	shidalang	大	da	dai
shidaimeimei	史大妹妹	0	shidameimei	大	da	dai
shidaisheng	施大生	0	shidasheng	大	da	dai
shidaizhen	史大桢	0	shidazhen	大	da	dai
shideifenshu	实得分数	0	shidefenshu	得	de	dei
shideji	实德系	0	shidexi	系	xi	ji
shitiao	诗调	0	shidiao	调	diao	tiao
shidiaobo	石刁柏	0	shidiaobai	柏	bai	bo
sidongzhijue	似动知觉	0	shidongzhijue	似	shi	si
shiduding	施都丁	0	shidouding	都	dou	du
shiduoxianguang	识多见广	0	shiduojianguang	见	jian	xian
shiduomoliang	十多万两	0	shiduowanliang	万	wan	mo
shiermoliang	十二万两	0	shierwanliang	万	wan	mo
shiermosiqiandan	十二万四千担	0	shierwansiqiandan	万	wan	mo
shiermowuqianyuci	十二万五千余次	0	shierwanwuqianyuci	万	wan	mo
shiermoyuliang	十二万余两	0	shierwanyuliang	万	wan	mo
shieryisanbaibashiermoyuliang	十二亿三百八十二万余两	0	shieryisanbaibashierwanyuliang	万	wan	mo
shieryiwuqianyumoliang	十二亿五千余万两	0	shieryiwuqianyuwanliang	万	wan	mo
shifanyue	十番乐	0	shifanle	乐	le	yue
shifukuai	世妇会	0	shifuhui	会	hui	kuai
shihangzhi	十行纸	0	shixingzhi	行	xing	hang
shihangzi	十行字	0	shixingzi	行	xing	hang
shihengxian	石亨见	0	shihengjian	见	jian	xian
shihuxian	石湖见	0	shihujian	见	jian	xian
shixianchuan	石见穿	0	shijianchuan	见	jian	xian
shixianfu	史见服	0	shijianfu	见	jian	xian
shixianhanshu	视见函数	0	shijianhanshu	见	jian	xian
shixianhong	时见洪	0	shijianhong	见	jian	xian
shixianyang	师见杨	0	shijianyang	见	jian	xian
shijiaodu	释教都	0	shijiaodou	都	dou	du
shijuexing	十角形	0	shijiaoxing	角	jiao	jue
shijiaoyuan	师觉远	0	shijueyuan	觉	jue	jiao
shijimohanyuan	十几万韩元	0	shijiwanhanyuan	万	wan	mo
shijimoliang	十几万两	0	shijiwanliang	万	wan	mo
shijimoyuan	十几万元	0	shijiwanyuan	万	wan	mo
shijingshuai	市净率	0	shijinglv	率	lv	shuai
shijiumosiqianliang	十九万四千两	0	shijiuwansiqianliang	万	wan	mo
shijundaizui	弑君大罪	0	shijundazui	大	da	dai
shiyuegongsi	施乐公司	0	shilegongsi	乐	le	yue
shiyueqi	视乐奇	0	shileqi	乐	le	yue
shiyuezhong	时乐钟	0	shilezhong	乐	le	yue
shilibo	史李柏	0	shilibai	柏	bai	bo
shilicheng	史李盛	0	shilisheng	盛	sheng	cheng
shiliumojiuqiansibaisanshiyimu	十六万九千四百三十一亩	0	shiliuwanjiuqiansibaisanshiyimu	万	wan	mo
shimalunse	施马伦塞	0	shimalunsai	塞	sai	se
shimaodailou	世贸大楼	0	shimaodalou	大	da	dai
simayiyang	似马一样	0	shimayiyang	似	shi	si
shimoyu	石没羽	0	shimeiyu	没	mei	mo
shimokui	史万奎	0	shiwankui	万	wan	mo
shimopeng	石万鹏	0	shiwanpeng	万	wan	mo
shiqimoqiqianbabaiqing	十七万七千八百顷	0	shiqiwanqiqianbabaiqing	万	wan	mo
shiqimozuoyou	十七万左右	0	shiqiwanzuoyou	万	wan	mo
shiqingpian	石清便	0	shiqingbian	便	bian	pian
shiqingxian	石清见	0	shiqingjian	见	jian	xian
siranbi	似然比	0	shiranbi	似	shi	si
sishenfeishen	似神非神	0	shishenfeishen	似	shi	si
shishizhuan	石室传	0	shishichuan	传	chuan	zhuan
shisiyu	石似玉	0	shishiyu	似	shi	si
shishupian	师叔便	0	shishubian	便	bian	pian
shishuhang	十数行	0	shishuxing	行	xing	hang
shishuxian	师叔见	0	shishujian	见	jian	xian
shishumoyuan	十数万元	0	shishuwanyuan	万	wan	mo
shiwumoyingbang	十五万英镑	0	shiwuwanyingbang	万	wan	mo
shiwumoyuan	十五万元	0	shiwuwanyuan	万	wan	mo
shiwuqianse	食物嵌塞	0	shiwuqiansai	塞	sai	se
sixianfeixian	似仙非仙	0	shixianfeixian	似	shi	si
shixiaoweikuai	市消委会	0	shixiaoweihui	会	hui	kuai
shixieyong	时血勇	0	shixueyong	血	xue	xie
shixiupian	石秀便	0	shixiubian	便	bian	pian
shixiudai	石秀大	0	shixiuda	大	da	dai
shixiudu	石秀都	0	shixiudou	都	dou	du
shixiuxian	石秀见	0	shixiujian	见	jian	xian
shiyichen	史亦称	0	shiyicheng	称	cheng	chen
shiyijiuqianerbaisishiliumoliang	十亿九千二百四十六万两	0	shiyijiuqianerbaisishiliuwanliang	万	wan	mo
shiyimolingliubaiyuliang	十一万零六百余两	0	shiyiwanlingliubaiyuliang	万	wan	mo
shiyingshuai	市赢率	0	shiyinglv	率	lv	shuai
shiyumohu	十余万户	0	shiyuwanhu	万	wan	mo
shiyumoliang	十余万两	0	shiyuwanliang	万	wan	mo
shiyumotou	十余万头	0	shiyuwantou	万	wan	mo
shiyumoyuan	十余万元	0	shiyuwanyuan	万	wan	mo
shiyunchang	时云长	0	shiyunzhang	长	zhang	chang
shiyunkuai	世运会	0	shiyunhui	会	hui	kuai
shiyuzhao	十余着	0	shiyuzhe	着	zhe	zhao
shiyuzhuo	十余着	0	shiyuzhe	着	zhe	zhuo
shizhengbo	施正柏	0	shizhengbai	柏	bai	bo
shizidaizhangkou	狮子大张口	0	shizidazhangkou	大	da	dai
shouanshuai	受案率	0	shouanlv	率	lv	shuai
shoubaozhao	手包着	0	shoubaozhe	着	zhe	zhao
shoubaozhuo	手包着	0	shoubaozhe	着	zhe	zhuo
shouzhuanzhe	受传者	0	shouchuanzhe	传	chuan	zhuan
shoucunzhao	收存着	0	shoucunzhe	着	zhe	zhao
shoucunzhuo	收存着	0	shoucunzhe	着	zhe	zhuo
shoutanshi	手弹式	0	shoudanshi	弹	dan	tan
shouhuizhuan	寿辉传	0	shouhuichuan	传	chuan	zhuan
shoujue	首角	0	shoujiao	角	jiao	jue
shoujingshuai	受精率	0	shoujinglv	率	lv	shuai
shoushiganjing	收拾乾净	0	shoushiqianjing	乾	qian	gan
shousunshuai	受损率	0	shousunlv	率	lv	shuai
shousuoshuai	收缩率	0	shousuolv	率	lv	shuai
shoutaishuai	受胎率	0	shoutailv	率	lv	shuai
shouyajinxian	收押禁见	0	shouyajinjian	见	jian	xian
shouyigemo	首一个万	0	shouyigewan	万	wan	mo
shuaibianshuai	衰变率	0	shuaibianlv	率	lv	shuai
shuaizhaolin	帅朝林	0	shuaichaolin	朝	chao	zhao
shuangboxian	双柏县	0	shuangbaixian	柏	bai	bo
shuangbeikahuan	双臂卡环	0	shuangbikahuan	臂	bi	bei
shuangchaisheng	双差生	0	shuangchasheng	差	cha	chai
shuangdailiao	爽呆了	0	shuangdaile	了	le	liao
shuanghangxian	双行线	0	shuangxingxian	行	xing	hang
shuanghecheng	双合盛	0	shuanghesheng	盛	sheng	cheng
shuangjianpian	双剑便	0	shuangjianbian	便	bian	pian
shuangxianyang	双见杨	0	shuangjianyang	见	jian	xian
shuangshuangshe	双双折	0	shuangshuangzhe	折	zhe	she
shuangsiwoliao	爽死我了	0	shuangsiwole	了	le	liao
shuboyue	舒波乐	0	shubole	乐	le	yue
shudaonanhang	蜀道难行	0	shudaonanxing	行	xing	hang
shutiao	竖调	0	shudiao	调	diao	tiao
shueryisanqianerbaisanshiwumoyuliang	数二亿三千二百三十五万余两	0	shueryisanqianerbaisanshiwuwanyuliang	万	wan	mo
shufenzhichai	数分之差	0	shufenzhicha	差	cha	chai
shuganpodan	输肝剖胆	0	shuganpoudan	剖	pou	po
shuideizhengtian	睡得正甜	0	shuidezhengtian	得	de	dei
shuihangzheng	睡行症	0	shuixingzheng	行	xing	hang
shuihangzhou	水行州	0	shuixingzhou	行	xing	hang
shuixianshi	水见式	0	shuijianshi	见	jian	xian
shuiladou	水落斗	0	shuiluodou	落	luo	la
shuiyuewei	水乐维	0	shuilewei	乐	le	yue
shuilikuai	水利会	0	shuilihui	会	hui	kuai
shuimuhang	水木行	0	shuimuxing	行	xing	hang
shuishouchang	水手长	0	shuishouzhang	长	zhang	chang
shujiaoqianran	殊觉歉然	0	shujueqianran	觉	jue	jiao
shujichang	署记长	0	shujizhang	长	zhang	chang
shuliangqianlingqishiyimoliuqianlingsanshiqihu	数两千零七十一万六千零三十七户	0	shuliangqianlingqishiyiwanliuqianlingsanshiqihu	万	wan	mo
shumodao	数万道	0	shuwandao	万	wan	mo
shumoding	数万顶	0	shuwanding	万	wan	mo
shumohu	数万户	0	shuwanhu	万	wan	mo
shumotiao	数万条	0	shuwantiao	万	wan	mo
shumoyimeiyuan	数万亿美元	0	shuwanyimeiyuan	万	wan	mo
shumozhi	数万只	0	shuwanzhi	万	wan	mo
shunhangchongdong	顺行冲动	0	shunxingchongdong	行	xing	hang
shunximobian	顺息万变	0	shunxiwanbian	万	wan	mo
shuqianshumo	数千数万	0	shuqianshuwan	万	wan	mo
shuqianshumoci	数千数万次	0	shuqianshuwanci	万	wan	mo
shusanhuo	舒三和	0	shusanhe	和	he	huo
shushijuan	数十圈	0	shushiquan	圈	quan	juan
shushiwanmo	数十万万	0	shushiwanwan	万	wan	mo
shushizhao	熟视着	0	shushizhe	着	zhe	zhao
shushizhuo	熟视着	0	shushizhe	着	zhe	zhuo
shuxuemuyin	数学模垠	0	shuxuemoyin	模	mo	mu
shuyimoding	数以万订	0	shuyiwanding	万	wan	mo
sibaiduomoliang	四百多万两	0	sibaiduowanliang	万	wan	mo
sibaisanshibamoyudun	四百三十八万余吨	0	sibaisanshibawanyudun	万	wan	mo
sibaisishibamorenci	四百四十八万人次	0	sibaisishibawanrenci	万	wan	mo
sibaisishibamoyuliang	四百四十八万余两	0	sibaisishibawanyuliang	万	wan	mo
sibaiwushiyumoyuan	四百五十余万元	0	sibaiwushiyuwanyuan	万	wan	mo
sibaiyumo	四百余万	0	sibaiyuwan	万	wan	mo
sibaiyumotou	四百余万头	0	sibaiyuwantou	万	wan	mo
sichongfeng	四重峰	0	sizhongfeng	重	zhong	chong
sidiming	斯的明	0	sideming	的	de	di
sihangfang	司行方	0	sixingfang	行	xing	hang
sihangjian	斯行健	0	sixingjian	行	xing	hang
sihehang	司和行	0	sihexing	行	xing	hang
sihuohang	司和行	0	sihexing	和	he	huo
sihuoxing	司和行	0	sihexing	和	he	huo
sihuokao	司和考	0	sihekao	和	he	huo
sijiankuai	四健会	0	sijianhui	会	hui	kuai
sikaoyue	思考乐	0	sikaole	乐	le	yue
sikelunqiao	斯科伦壳	0	sikelunke	壳	ke	qiao
sililachai	斯里拉差	0	sililacha	差	cha	chai
simalinxian	司马林见	0	simalinjian	见	jian	xian
simeierse	斯梅尔塞	0	simeiersai	塞	sai	se
simiantan	四面弹	0	simiandan	弹	dan	tan
simoduohu	四万多户	0	siwanduohu	万	wan	mo
simoduoming	四万多名	0	siwanduoming	万	wan	mo
simoduoyuan	四万多元	0	siwanduoyuan	万	wan	mo
simoqiqiannian	四万七千年	0	siwanqiqiannian	万	wan	mo
simoqiqianqun	四万七千群	0	siwanqiqianqun	万	wan	mo
simoqiqiansanbaiqishiliuyiyuan	四万七千三百七十六亿元	0	siwanqiqiansanbaiqishiliuyiyuan	万	wan	mo
simowuqianyujia	四万五千余家	0	siwanwuqianyujia	万	wan	mo
simoyuan	四万元	0	siwanyuan	万	wan	mo
siqianliubaiershiliumoyuliang	四千六百二十六万余两	0	siqianliubaiershiliuwanyuliang	万	wan	mo
siqianqibaiqishiermoyuliang	四千七百七十二万余两	0	siqianqibaiqishierwanyuliang	万	wan	mo
siqianyibaiwushisimoyuliang	四千一百五十四万余两	0	siqianyibaiwushisiwanyuliang	万	wan	mo
siqichenchen	死气沈沈	0	siqishenshen	沈	shen	chen
siqichenshen	死气沈沈	0	siqishenshen	沈	shen	chen
siqishenchen	死气沈沈	0	siqishenshen	沈	shen	chen
sishibamoqiqianwubaiqishier	四十八万七千五百七十二	0	sishibawanqiqianwubaiqishier	万	wan	mo
sishiduomoliang	四十多万两	0	sishiduowanliang	万	wan	mo
sishijimoliang	四十几万两	0	sishijiwanliang	万	wan	mo
sishijiumo	四十九万	0	sishijiuwan	万	wan	mo
sishisanmopingfangmi	四十三万平方米	0	sishisanwanpingfangmi	万	wan	mo
sishisanmoyu	四十三万余	0	sishisanwanyu	万	wan	mo
sishisimoduopingfanggongli	四十四万多平方公里	0	sishisiwanduopingfanggongli	万	wan	mo
sishisimojiuqianbabaibang	四十四万九千八百镑	0	sishisiwanjiuqianbabaibang	万	wan	mo
sishiwumoliang	四十五万两	0	sishiwuwanliang	万	wan	mo
sishiyumojin	四十余万斤	0	sishiyuwanjin	万	wan	mo
sitamoge	斯塔万格	0	sitawange	万	wan	mo
sitibu	斯提卜	0	sitibo	卜	bo	bu
situwangxin	司徒王寻	0	situwangxun	寻	xun	xin
siwenweide	斯文委地	0	siwenweidi	地	di	de
siwumokuai	四五万块	0	siwuwankuai	万	wan	mo
siwumoyuan	四五万元	0	siwuwanyuan	万	wan	mo
siyeshen	四叶参	0	siyecan	参	can	shen
sizaizhuan	斯再传	0	sizaichuan	传	chuan	zhuan
songbingluxiao	宋兵鲁削	0	songbingluxue	削	xue	xiao
songchenkuo	宋沈括	0	songshenkuo	沈	shen	chen
songdeimin	宋得民	0	songdemin	得	de	dei
songdukai	宋都开	0	songdoukai	都	dou	du
songxianfeng	松见丰	0	songjianfeng	见	jian	xian
songjiangpian	宋江便	0	songjiangbian	便	bian	pian
songjiangchai	宋江差	0	songjiangcha	差	cha	chai
songxiangchen	宋降臣	0	songjiangchen	降	jiang	xiang
songjiangzhuan	宋江传	0	songjiangchuan	传	chuan	zhuan
songjianghang	宋江行	0	songjiangxing	行	xing	hang
songjiangxian	宋江见	0	songjiangjian	见	jian	xian
songxiangjun	宋降军	0	songjiangjun	降	jiang	xiang
songjiangzhao	宋江著	0	songjiangzhu	著	zhu	zhao
songjiangzhe	宋江著	0	songjiangzhu	著	zhu	zhe
songjiangzhuo	宋江著	0	songjiangzhu	著	zhu	zhuo
songjunxiang	宋军降	0	songjunjiang	降	jiang	xiang
songliaosong	耸了耸	0	songlesong	了	le	liao
songliaosongjian	耸了耸肩	0	songlesongjian	了	le	liao
songmoxian	宋万先	0	songwanxian	万	wan	mo
songruankuokou	松软适口	0	songruanshikou	适	shi	kuo
songtingdai	宋廷大	0	songtingda	大	da	dai
songtingxiao	宋廷削	0	songtingxue	削	xue	xiao
songyoubo	松有柏	0	songyoubai	柏	bai	bo
souxie	嗽血	0	souxue	血	xue	xie
souxinqi	搜寻器	0	souxunqi	寻	xun	xin
souyidei	搜易得	0	souyide	得	de	dei
xiuban	宿办	0	suban	宿	su	xiu
suboer	苏泊尔	0	supoer	泊	po	bo
xiuchang	宿娼	0	suchang	宿	su	xiu
xiuchangchun	宿长春	0	suchangchun	宿	su	xiu
suchen	诉称	0	sucheng	称	cheng	chen
xiuchou	宿仇	0	suchou	宿	su	xiu
suchunkuai	苏淳会	0	suchunhui	会	hui	kuai
sutiaoguan	速调管	0	sudiaoguan	调	diao	tiao
xiufu	宿府	0	sufu	宿	su	xiu
suihangfa	穗行法	0	suixingfa	行	xing	hang
suihuotang	隋和唐	0	suihetang	和	he	huo
suijue	髓角	0	suijiao	角	jiao	jue
suiwuzhao	隋五朝	0	suiwuchao	朝	chao	zhao
xiujinanyi	宿疾难医	0	sujinanyi	宿	su	xiu
sukukuai	诉苦会	0	sukuhui	会	hui	kuai
xiuliumianhua	宿柳眠花	0	suliumianhua	宿	su	xiu
xiuminglunzhe	宿命论者	0	suminglunzhe	宿	su	xiu
xiumingzhuyi	宿命主义	0	sumingzhuyi	宿	su	xiu
sunchangyi	孙长义	0	sunzhangyi	长	zhang	chang
sunzhaoyong	孙朝用	0	sunchaoyong	朝	chao	zhao
sunchenzhen	孙沈振	0	sunshenzhen	沈	shen	chen
sunchonggui	孙重贵	0	sunzhonggui	重	zhong	chong
sundainao	孙大闹	0	sundanao	大	da	dai
sundaiqian	孙大千	0	sundaqian	大	da	dai
sundaishan	孙大善	0	sundashan	大	da	dai
sungan	笋乾	0	sunqian	乾	qian	gan
sunganbao	孙乾保	0	sunqianbao	乾	qian	gan
sunganhui	孙乾回	0	sunqianhui	乾	qian	gan
sunganjian	孙乾见	0	sunqianjian	乾	qian	gan
sunganxian	孙乾见	0	sunqianjian	乾	qian	gan
sunqianxian	孙乾见	0	sunqianjian	见	jian	xian
sunganlai	孙乾来	0	sunqianlai	乾	qian	gan
sunganling	孙乾领	0	sunqianling	乾	qian	gan
sunganshou	孙乾守	0	sunqianshou	乾	qian	gan
sungantong	孙乾同	0	sunqiantong	乾	qian	gan
sunganwang	孙乾往	0	sunqianwang	乾	qian	gan
sunganxian	孙乾先	0	sunqianxian	乾	qian	gan
sunganzhi	孙乾至	0	sunqianzhi	乾	qian	gan
sunguoshen	孙国参	0	sunguocan	参	can	shen
sunhaipian	孙海便	0	sunhaibian	便	bian	pian
sunhaoshuai	损耗率	0	sunhaolv	率	lv	shuai
sunhaomuliang	损耗模量	0	sunhaomoliang	模	mo	mu
sunhuobiao	孙和镖	0	sunhebiao	和	he	huo
xiuniaoqi	宿鸟栖	0	suniaoqi	宿	su	xiu
xiuningxin	宿宁馨	0	suningxin	宿	su	xiu
sunyueqi	孙乐祁	0	sunleqi	乐	le	yue
sunlipian	孙立便	0	sunlibian	便	bian	pian
sunquxin	孙去寻	0	sunquxun	寻	xun	xin
sunwenpian	孙文便	0	sunwenbian	便	bian	pian
sunwencheng	孙文盛	0	sunwensheng	盛	sheng	cheng
sunxiaoji	孙削籍	0	sunxueji	削	xue	xiao
sunyongcheng	孙永盛	0	sunyongsheng	盛	sheng	cheng
suochanglin	索长林	0	suozhanglin	长	zhang	chang
suogouxinci	索垢寻疵	0	suogouxunci	寻	xun	xin
suolapingcun	梭落坪村	0	suoluopingcun	落	luo	la
suomeise	索美塞	0	suomeisai	塞	sai	se
suoshesan	缩折伞	0	suozhesan	折	zhe	she
suosuode	索索地	0	suosuodi	地	di	de
suowukuai	所务会	0	suowuhui	会	hui	kuai
supuchang	苏普长	0	supuzhang	长	zhang	chang
supudai	苏普大	0	supuda	大	da	dai
supuxian	苏普见	0	supujian	见	jian	xian
xiuqianxian	宿迁县	0	suqianxian	宿	su	xiu
xiuruhuang	宿儒黄	0	suruhuang	宿	su	xiu
xiusanzhou	宿三州	0	susanzhou	宿	su	xiu
xiushiyuanjia	宿世冤家	0	sushiyuanjia	宿	su	xiu
xiusongkuang	宿松矿	0	susongkuang	宿	su	xiu
xiusongxin	宿松新	0	susongxin	宿	su	xiu
xiutaiwei	宿太尉	0	sutaiwei	宿	su	xiu
xiuweiqin	宿卫亲	0	suweiqin	宿	su	xiu
xiuweizhe	宿卫者	0	suweizhe	宿	su	xiu
xiuxixian	宿西县	0	suxixian	宿	su	xiu
xiuyishi	宿一室	0	suyishi	宿	su	xiu
xiuyuan	宿缘	0	suyuan	宿	su	xiu
suyuandeichang	宿愿得偿	0	suyuandechang	得	de	dei
xiuyuandechang	宿愿得偿	0	suyuandechang	宿	su	xiu
xiuyuandeichang	宿愿得偿	0	suyuandechang	宿	su	xiu
xiuyuanjing	宿元景	0	suyuanjing	宿	su	xiu
xiuyuanyichang	宿愿已偿	0	suyuanyichang	宿	su	xiu
xiuyujia	宿于家	0	suyujia	宿	su	xiu
xiuzhai	宿债	0	suzhai	宿	su	xiu
xiuzhi	宿志	0	suzhi	宿	su	xiu
xiuzhoubo	宿周伯	0	suzhoubo	宿	su	xiu
taiyuewang	太乐网	0	tailewang	乐	le	yue
taishedihe	态射的核	0	taishedehe	的	de	di
taishuangliao	太爽了	0	taishuangle	了	le	liao
taiweihang	太尉行	0	taiweixing	行	xing	hang
taiweixian	太尉见	0	taiweijian	见	jian	xian
taiweixiu	太尉宿	0	taiweisu	宿	su	xiu
tanchenliang	檀称凉	0	tanchengliang	称	cheng	chen
tandainu	谭大怒	0	tandanu	大	da	dai
tandaiqiuquan	贪大求全	0	tandaqiuquan	大	da	dai
tandeicheng	谈得成	0	tandecheng	得	de	dei
tangbinxian	唐斌见	0	tangbinjian	见	jian	xian
tangchaoyang	唐朝阳	0	tangzhaoyang	朝	zhao	chao
tangdaipei	唐大沛	0	tangdapei	大	da	dai
tangercheng	唐而盛	0	tangersheng	盛	sheng	cheng
tangfenghang	唐封行	0	tangfengxing	行	xing	hang
tangganning	唐乾宁	0	tangqianning	乾	qian	gan
tanghuose	唐霍塞	0	tanghuosai	塞	sai	se
tangjiakuaicun	唐家会村	0	tangjiahuicun	会	hui	kuai
tangpeidai	汤沛大	0	tangpeida	大	da	dai
tangpeixian	汤沛见	0	tangpeijian	见	jian	xian
tangsengxian	唐僧见	0	tangsengjian	见	jian	xian
tangtongchai	唐通差	0	tangtongcha	差	cha	chai
tanque	碳炔	0	tangui	炔	gui	que
tanhuzhao	袒护着	0	tanhuzhe	着	zhe	zhao
tanhuzhuo	袒护着	0	tanhuzhe	着	zhe	zhuo
tanxian	探见	0	tanjian	见	jian	xian
tanladu	坍落度	0	tanluodu	落	luo	la
tanruzhao	谭入朝	0	tanruchao	朝	chao	zhao
tanwude	贪污地	0	tanwudi	地	di	de
taodailin	陶大临	0	taodalin	大	da	dai
taodaiyong	陶大镛	0	taodayong	大	da	dai
taodeier	陶得二	0	taodeer	得	de	dei
taojihui	陶系灰	0	taoxihui	系	xi	ji
taoyuexian	陶乐县	0	taolexian	乐	le	yue
taoqingkuoxing	陶情适性	0	taoqingshixing	适	shi	kuo
taoshixinfei	讨是寻非	0	taoshixunfei	寻	xun	xin
taotiandaihuo	滔天大祸	0	taotiandahuo	大	da	dai
tasewei	塔塞维	0	tasaiwei	塞	sai	se
tazhao	趿着	0	tazhe	着	zhe	zhao
tazhuo	趿着	0	tazhe	着	zhe	zhuo
tengji	誊给	0	tenggei	给	gei	ji
tengmocui	滕万翠	0	tengwancui	万	wan	mo
tengxiandaishi	滕县大石	0	tengxiandashi	大	da	dai
tengzexiuhang	藤泽秀行	0	tengzexiuxing	行	xing	hang
tesede	特塞德	0	tesaide	塞	sai	se
texinfang	特寻芳	0	texunfang	寻	xun	xin
tianchangchao	田长焯	0	tianzhangchao	长	zhang	chang
tiandaiwei	田大伟	0	tiandawei	大	da	dai
tiandechong	田德重	0	tiandezhong	重	zhong	chong
tianfudezhou	天覆地舟	0	tianfudizhou	地	di	de
tianganjing	舔乾净	0	tianqianjing	乾	qian	gan
tianhangjian	天行建	0	tianxingjian	行	xing	hang
tianhuolai	田和莱	0	tianhelai	和	he	huo
tianhundecan	天昏地惨	0	tianhundican	地	di	de
tianhundezhuan	天昏地转	0	tianhundizhuan	地	di	de
tianxiannuan	田见暖	0	tianjiannuan	见	jian	xian
tianxianxiu	田见秀	0	tianjianxiu	见	jian	xian
tianlongdehu	天龙地虎	0	tianlongdihu	地	di	de
tianlunyue	天伦乐	0	tianlunle	乐	le	yue
tianmojiang	田万江	0	tianwanjiang	万	wan	mo
tianmotai	田万太	0	tianwantai	万	wan	mo
tiaocaoshuai	跳槽率	0	tiaocaolv	率	lv	shuai
tiaochuanlahai	跳船落海	0	tiaochuanluohai	落	luo	la
tiaodongde	跳动地	0	tiaodongdi	地	di	de
tiaotiaomoli	迢迢万里	0	tiaotiaowanli	万	wan	mo
tibokuai	体博会	0	tibohui	会	hui	kuai
tiduxinyou	梯度寻优	0	tiduxunyou	寻	xun	xin
tiedainiu	铁大牛	0	tiedaniu	大	da	dai
tietan	铁弹	0	tiedan	弹	dan	tan
